"subject","trial","action","object","location","relation","...7","step"
8,4,"pickup","teabag","box","from",NA,4
8,4,"put","teabag","mug","into",NA,5
8,4,"pickup","kettle","table","from",NA,6
8,4,"pour","water","mug","into",NA,7
8,4,"put","kettle","table","on",NA,8
8,4,"pickup","spoon","table","from",NA,9
8,4,"pickup","teabag","mug","from",NA,10
8,4,"put","teabag","cup","into",NA,11
8,4,"put","spoon","table","on",NA,12
8,4,"pickup","spoon","table","from",NA,13
8,4,"pickup","shaker","table","from",NA,14
8,4,"pour","sugar","mug","into",NA,15
8,4,"put","shaker","table","on",NA,16
8,4,"mix","tea","mug","in",NA,17
8,4,"put","spoon","table","on",NA,18
8,4,"pickup","mug","table","from",NA,19
8,4,"drink",NA,NA,NA,NA,20
8,5,"stepnear",NA,NA,NA,NA,1
8,5,"pickup","mug","table","from",NA,2
8,5,"put","mug","table","on",NA,3
8,5,"pickup","teabag","box","from",NA,4
8,5,"put","teabag","mug","into",NA,5
8,5,"pickup","kettle","table","from",NA,6
8,5,"pour","water","mug","into",NA,7
8,5,"put","kettle","table","on",NA,8
8,5,"pickup","spoon","table","from",NA,9
8,5,"pickup","teabag","mug","from",NA,10
8,5,"put","teabag","cup","into",NA,11
8,5,"pickup","shaker","table","from",NA,12
8,5,"pour","sugar","mug","into",NA,13
8,5,"put","shaker","table","on",NA,14
8,5,"mix","tea","mug","in",NA,15
8,5,"put","spoon","table","on",NA,16
8,5,"pickup","mug","table","from",NA,17
8,5,"drink",NA,NA,NA,NA,18
8,6,"stepnear",NA,NA,NA,NA,1
8,6,"pickup","mug","table","from",NA,2
8,6,"put","mug","table","on",NA,3
8,6,"pickup","teabag","box","from",NA,4
8,6,"put","teabag","mug","into",NA,5
8,6,"pickup","kettle","table","from",NA,6
8,6,"pour","water","mug","into",NA,7
8,6,"put","kettle","table","on",NA,8
8,6,"pickup","spoon","table","from",NA,9
8,6,"pickup","teabag","mug","from",NA,10
8,6,"put","teabag","cup","into",NA,11
8,6,"put","spoon","table","on",NA,12
8,6,"pickup","shaker","table","from",NA,13
8,6,"pickup","spoon","table","from",NA,14
8,6,"pour","sugar","mug","into",NA,15
8,6,"put","shaker","table","on",NA,16
8,6,"mix","tea","mug","in",NA,17
8,6,"put","spoon","table","on",NA,18
8,6,"pickup","mug","table","from",NA,19
8,6,"drink",NA,NA,NA,NA,20
8,7,"stepnear",NA,NA,NA,NA,1
8,7,"pickup","teabag","box","from",NA,2
8,7,"put","teabag","mug","into",NA,3
8,7,"pickup","kettle","table","from",NA,4
8,7,"pour","water","mug","into",NA,5
8,7,"put","kettle","table","on",NA,6
8,7,"pickup","spoon","table","from",NA,7
8,7,"pickup","teabag","mug","from",NA,8
8,7,"put","teabag","cup","into",NA,9
8,7,"put","spoon","table","on",NA,10
8,7,"pickup","mug","table","from",NA,11
8,7,"drink",NA,NA,NA,NA,12
8,8,"stepnear",NA,NA,NA,NA,1
8,8,"pickup","teabag","box","from",NA,2
8,8,"put","teabag","mug","into",NA,3
8,8,"pickup","kettle","table","from",NA,4
8,8,"pour","water","mug","into",NA,5
8,8,"put","kettle","table","on",NA,6
8,8,"pickup","spoon","table","from",NA,7
8,8,"pickup","teabag","mug","from",NA,8
8,8,"put","spoon","table","on",NA,9
8,8,"put","teabag","cup","into",NA,10
8,8,"pickup","shaker","table","from",NA,11
8,8,"pickup","spoon","table","from",NA,12
8,8,"pour","sugar","mug","into",NA,13
8,8,"put","shaker","table","on",NA,14
8,8,"mix","tea","mug","in",NA,15
8,8,"put","spoon","table","on",NA,16
8,8,"pickup","mug","table","from",NA,17
8,8,"drink",NA,NA,NA,NA,18
8,10,"stepnear",NA,NA,NA,NA,1
8,10,"pickup","teabag","box","from",NA,2
8,10,"put","teabag","mug","into",NA,3
8,10,"pickup","kettle","table","from",NA,4
8,10,"pour","water","mug","into",NA,5
8,10,"put","kettle","table","on",NA,6
8,10,"pickup","spoon","table","from",NA,7
8,10,"pickup","teabag","mug","from",NA,8
8,10,"put","spoon","table","on",NA,9
8,10,"put","teabag","cup","into",NA,10
8,10,"pickup","shaker","table","from",NA,11
8,10,"pour","sugar","mug","into",NA,12
8,10,"put","shaker","table","on",NA,13
8,10,"pickup","spoon","table","from",NA,14
8,10,"mix","tea","mug","in",NA,15
8,10,"put","spoon","table","on",NA,16
8,10,"pickup","mug","table","from",NA,17
8,10,"drink",NA,NA,NA,NA,18
